章番号,問題番号,分類名称,問題文,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT001,Q0010,所得税,金融商品の収益と所得区分の組合せとして、誤っているものは次のうちどれですか。,いち,に,さん,よん,ご,3,さん,2
SECT001,Q0020,所得税,利子所得に該当するものは、次のうちどれですか。,lakjsdfa,falkdj,sadfh,askjhdf,l;kajdsf,4,askjhdf,2
SECT001,Q0030,所得税,株式等の配当所得にかかる申告分離課税について、誤っているものは次のうちどれですか。,0.338723852276425,0.686936962518376,0.323264951387365,0.229371512887583,0.089439940767477,1,0.338723852276425,3
SECT001,Q0040,所得税,所得税率15％(住民税5%)により源泉分離課税されるものは、次のうちどれですか。,0.476736283320542,0.691009956115816,0.5820349517113,0.821497029901212,0.330823229796087,2,0.691009956115816,2
SECT001,Q0050,所得税,不動産所得の金額の計算上、総収入金額に含まれるものは、次のうちどれですか。,0.962732618328612,0.958739062966998,0.883089346281022,0.083994636902904,0.682744761535927,3,0.883089346281022,1
SECT001,Q0060,所得税,不動産所得の金額の計算上、原則として必要経費に参入されないものは、次のうちどれですか。,0.292617938902394,0.337877658938476,0.572508107424917,0.002717613251746,0.662876373572525,4,0.002717613251746,2
SECT001,Q0070,所得税,原則として、譲渡所得の課税対象とされるものは、次のうちどれですか。,0.213787769706653,0.88671580804512,0.481913868642398,0.937748344384478,0.758544534798134,4,0.937748344384478,4
SECT001,Q0080,所得税,一般個人投資家が証券会社を通じて上場株式等を上として20万円の所得を得た場合の所得税額として、正しい物は次のうちどれですか。ただし、当該株式の所有割合は発行済株式総数の3％未満とする。,0.734636809003611,0.187270934300604,0.434572322251442,0.48398053338885,0.623772651743185,3,0.434572322251442,1
SECT001,Q0090,所得税,平成23年中に譲渡した特定の居住用財産の買換え特例の適用要件について、誤っているものは次のうちどれですか。,0.784472920506838,0.369439360767239,0.634449742742506,0.605328547996661,0.791909341966122,4,0.605328547996661,2
SECT001,Q0100,所得税,所得税の課税対象となる保険金等は、次のうちどれですか。,0.375166804202689,0.398625818417548,0.565972142338242,0.661155970390746,0.915234550572769,4,0.661155970390746,1
SECT001,Q0110,所得税,一時所得の金額の計算等について、誤っているものは次のうちどれですか。,0.78460215804104,0.979770579867446,0.458855988825461,0.100862234575352,0.573246162488987,3,0.458855988825461,2
SECT001,Q0120,所得税,物品販売業にかかる事業所得の損失の金額と、原則として損益通算できないものは、次のうちどれですか。,0.099694063482087,0.781528992612561,0.004371839708824,0.504363558214113,0.565492640624974,4,0.504363558214113,1
SECT001,Q0130,所得税,医療費控除の致傷となる物は、次のうちどれですか。,0.812734708647166,0.094962525968542,0.210552903535141,0.461441986641559,0.091179580009135,1,0.812734708647166,4
SECT001,Q0140,所得税,納税者本人に生じた各損失に付いて、雑損控除の適用対象とされるものは、次のうちどれですか。,0.637994740841931,0.740962182646307,0.91429478713542,0.624506420081859,0.968152246305014,1,0.637994740841931,4
SECT001,Q0150,所得税,青色申告者の得点に該当しないものは、次のうちどれですか。,0.534822753977324,0.863222978887825,0.508058809339744,0.217507898462517,0.133612026378573,1,0.534822753977324,3
SECT001,Q0160,所得税,給与所得者につき、給与以外に総合課税される他の所得があったとしても確定申告書の提出を要しない場合は、次のうちどれですか。ただし、それぞれにおいて他の要件はすべて満たしているものとする。,0.396760106470322,0.99804653174336,0.83763932861036,0.842870774198611,0.963757707270283,1,0.396760106470322,3
SECT001,Q0170,所得税,相続税の課税対象となるものは、次のうちどれですか。,0.062280691770463,0.021667508554126,0.702826031751964,0.23276030817381,0.521541505322142,1,0.062280691770463,2
SECT001,Q0180,所得税,相続税の課税価格の計算上、控除されない葬式費用は、次のうちどれですか。,0.74108485342663,0.17996331226582,0.868969850755595,0.396121834622926,0.813684558436589,2,0.17996331226582,1
SECT001,Q0190,所得税,配偶者の相続税額の軽減特例の適用について、正しくないものは次のうちどれですか。,0.769882486852598,0.994233489406669,0.093987367247457,0.074279708553684,0.741170507569798,4,0.074279708553684,1
SECT001,Q0200,所得税,相続税の未成年者控除について、誤っているものは次のうちどれですか。ただし、未成年者は全て法定続人の法廷相続人であるものとする。,0.663681002534243,0.199666227668244,0.625158980250714,0.881900194056624,0.713632589958928,4,0.881900194056624,4
SECT001,Q0210,所得税,相続税の申告・納付について、誤っているものは次のうちどれですか。,0.946490970782097,0.118295582424317,0.214410012502461,0.007309569645989,0.455114466410145,2,0.118295582424317,2
SECT001,Q0220,所得税,相続により取得した宅地にかかる小規模宅地等の特例の適用について、誤っているものは次のうちどれですか。,0.22904840391553,0.084254267494579,0.327264230080407,0.197108174911474,0.701362189265126,1,0.22904840391553,1
SECT001,Q0230,所得税,自用地評価額2000万円の貸家建付の相続税評価額として、正しいものは次のうちどれですか。ただし、借地権割合は70%、借家権割合は30％、貸家の賃貸割合は100％とする。,0.157802899894282,0.940462336427878,0.779967507166086,0.663142313173684,0.01658859281772,2,0.940462336427878,4
SECT001,Q0240,所得税,同族株主が保有する取引相場のない株式の原則的な相続税評価について、誤っているものは次のうちどれですか。,0.918910438952402,0.342672287053087,0.493922815153687,0.808473024366998,0.595456392525153,3,0.493922815153687,3
SECT001,Q0250,所得税,原則として、贈与とみなされる場合は、次のうちどれですか。,0.421030607861197,0.747257916822408,0.584830718265074,0.97402308911642,0.510418968903281,4,0.97402308911642,4
SECT001,Q0260,所得税,贈与税の配偶者控除の適用要件について、誤っているものは次のうちどれですか。,0.965677679933832,0.292846248609969,0.200080629842046,0.161560903300842,0.514461380312469,2,0.292846248609969,2
SECT001,Q0270,所得税,姉から土地を2000万円で譲り受けた。この土地の通常の取引価額は4500万円、相続税評価額は4200万円である。この取引において贈与とみなされる金額として正しいものは次のうちどれですか。,0.169588363447689,0.363888517933657,0.299075719886006,0.974116663256539,0.846314534547229,3,0.299075719886006,3
SECT001,Q0280,所得税,暦年課税方式による贈与税の申告・納付について、正しいものは次のうちどれですか。,0.420067983863084,0.871423085600418,0.919450471223036,0.240443832843447,0.765050276191987,4,0.240443832843447,1
SECT001,Q0290,所得税,贈与税の相続時清算課税制度の適用について、正しいものは次のうちどれですか。,0.616135060564896,0.569727368248575,0.860108821828569,0.94540864483897,0.143402376852801,1,0.616135060564896,4
SECT001,Q0300,所得税,甲は、大学への進学に伴い、祖父から平成23年中に下記の財産の贈与を受けた。この場合に、暦年課税方式により計算した甲の贈与税額として、正しいものは次のうちどれですか。ただし、適用税率は15%、速算控除額は10万円。#・入学金等の学費(受領後一括払込)：400万円#・高校卒業の記念旅行費用：50万円#・美術工芸品(評価額)：300万円,0.331706069119387,0.12381768519407,0.027509644267487,0.767917045271518,0.540783050054715,4,0.767917045271518,2
SECT001,Q0310,法人税,法人税の納税義務がない内国法人は、次のうちどれですか。,0.021345544909412,0.595061119742771,0.69729537612792,0.353846896412394,0.696546382019426,3,0.69729537612792,4
SECT001,Q0320,法人税,法人税法上の棚卸資産に該当しないものは、次のうちどれですか。,0.348836688646003,0.788003144546906,0.774759876911184,0.239628629457618,0.167136249859657,1,0.348836688646003,3
SECT001,Q0330,法人税,法人が新たに取得した資産と減価償却方法との組合せとして、誤っているものは次のうちどれですか。,0.732019145230649,0.229440713601617,0.062598814669875,0.332860616314892,0.596039833393725,2,0.229440713601617,3
SECT001,Q0340,法人税,期末資本金4000万円の中小普通法人(1年決算法人)が支出した交際費の金額が900万円である場合の損金不算入額として、正しいものは次のうちどれですか。,0.883377042372292,0.534012575544276,0.174926287930549,0.540693836558646,0.181917107772246,3,0.174926287930549,2
SECT001,Q0350,法人税,損金の額に参入できる租税公課等は、次のうちどれですか。,0.775934462434185,0.283958256477057,0.10371891275081,0.684289954245624,0.990113213888327,3,0.10371891275081,3
SECT001,Q0360,法人税,法人が損金経理により支出した寄附金について、その全額が損金の額に参入されるものは、次のうちどれですか。,0.905445536793298,0.565931069380989,0.814176419436571,0.848173098962061,0.611743695247755,3,0.814176419436571,4
SECT001,Q0370,法人税,普通法人の法人税の申告・納付について、正しいものは次のうちどれですか。,0.574454244492486,0.001093863505311,0.276762465697587,0.583254129771236,0.707179991527726,1,0.574454244492486,3
SECT001,Q0380,その他の税金,消費税の課税対象とされる取引は、次のうちどれですか。,0.389149781646002,0.419593700872003,0.146587711421489,0.596924466943994,0.544381800728062,4,0.596924466943994,1
SECT001,Q0390,その他の税金,国内法人事業者に対する消費税の課税について、誤っているものは次のうちどれですか。,0.661371572125921,0.536480888740989,0.191363487909388,0.292996284045202,0.680333378240445,4,0.292996284045202,1
SECT001,Q0400,その他の税金,固定資産税の課税対象とされないものは、次のうちどれですか。,0.437584436348902,0.054499831024558,0.76614413955391,0.621396960367029,0.793419271614091,3,0.76614413955391,4
SECT001,Q0410,その他の税金,法人事業税の課税について、誤っているものは次のうちどれですか。,0.553847270174353,0.683938946055085,0.872745128450038,0.16455904518778,0.294405959452798,4,0.16455904518778,3
SECT001,Q0420,その他の税金,印紙税の課税文書に該当しないものは、次のうちどれですか。,0.475345790188393,0.321702273428723,0.351540585699005,0.995389992743401,0.78669204332653,3,0.351540585699005,4
[EOF],,,,,,,,,,,